subject_id;trial;anecdote_positivity;anecdote_vividness;cue_positivity;number_of_cues;response2;trial_ranking_set;response;trial_anecdote;ranking_at_num_cues
520;5;1;1;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];son düzlüğe geldğnde rüzgar gb hizlandi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;7
520;6;0;0;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];başarisiz br performans sergled trbünler büyük br hayal kirikliğina uğradi ; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;8
520;7;0;1;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];geçen hafta; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;3
520;8;0;0;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];yariş boyunca istenilen tempoya bir türlü ulaşamadı izleyenlerin beklentisini karşılayamaadı; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;3
522;1;1;1;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];at ilk düzde biraz gerideydi fakat daha sonra son düzlükte hizlanarak öne geçti bileklerini esnekçe kullanark hizlandi ve türübunler onu alkişladi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;3
522;2;1;0;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];at geçen hafta çok iyiydi piste uyum sağladi ve onu izleyen onu çok sevdi; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;6
522;3;0;0;1;1;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];at piste çiktiğinda beklenineni vermeyerek sonuncu oldu tribünler üzüldü; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;6
522;4;0;0;0;1;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];at iyi koşamadi son düzlüğe gelince çok geride kaldi beklenileni karşilayamadi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;8
522;5;0;1;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];başta beklenen hizi alamadi ve geride kaldi hafta kötü geçti ve onu izleyenler üzüldü; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;7
522;6;1;0;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];at beklenileni karşilayarak güçlü ve dengeli koştu ve seyirciler onu çok sevdi; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;3
522;7;0;1;1;0;bottom 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];at hizlica geride kaldi sanki her adimda daha da ağirlaşarak çamura batiyordu seyircilerin homurtulariyla yarişi kötü bitirdi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;2
522;8;1;1;0;1;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];at güzel bir çikiş yaparak son düzlüğe geldi son düzlükte çok hizli koşmaya başladi yelesi rüzgarla birlikte dalgalaniyordu ve tribünlernal sesleriye birlikte çoştu;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;8
523;1;0;0;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];beklenileni karşilamadi hayal kirikliğina uğratti performansi düşük; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;6
523;2;0;0;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];beklentini altinda permorns düşük hzi ve tempo; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;4
523;3;0;1;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];düşük hiz iveme kaybi ve beklentini alntinda performans; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
523;4;0;1;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];son düzlükte hiz kaybi homurdanaliarak biten yariş kötü performans; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;7
523;5;1;0;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];dikkat çeken performans güçlü tempo ; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;7
523;6;1;0;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];harika performans ve piste güzel bir uyum sağladi; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;3
523;7;1;1;0;1;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];iyi performans rüzgarda sallanan yelesi ve kuvvetli bacaklari;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;8
523;8;1;1;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];müthiş performans esnek bilerkler rüzgar gibi hiz;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;2
524;1;1;1;0;1;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];yarişa güven verici basladi sonradan cok iyi atak yapti yeleri ruzgarda savrulurken nal sesleri etrafta yankilandi;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;8
524;2;0;1;1;1;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];hem yarişa kötü başladi hem de atin ayaklari camura batiyor gibi ilerleyemiyordu; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;3
524;3;1;0;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];yarisa guclu ve dengeli bir sekilde basladi ve yaris boyunca bu gucu ve dengeyi surdurebildigi icin epey dikkat cekti ayni zamanda da yarisi iyi bir yerde bitirdi; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;3
524;4;0;0;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];yarisa kotu baslamasi  ; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;3
524;5;0;1;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];yarisa yine iyi baslayamadi hizini arttiramadi bacaklari titriyordu ve hayal kirikligiydi; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;6
524;6;1;1;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];biraz kötü başladi fakat gittikçe hizini ve vmesn arttirarak etkili bir sekilde bitirdi ve herkesin takdirini topladi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;4
524;7;1;0;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];yarisa guclu ve etkili baslayip bunu yaris boyunca devam ettirmis ve boylelikle izleyenlerin takdirini toplamis; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;7
524;8;0;0;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];yarisa hem kotu basladi hem de hic hizini arttiramadi yarisin sonlarina dogru da gucu tukenmisti; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;7
525;1;0;0;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];yarişa yavaş başladi kondisyonu yetersizdi seyirci hayal kirikliğina uğradi; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;8
525;2;0;0;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];başindan beri geride ve hiç hizlanamadi seyirci hayal kirikliğina uğradi son etapta iyice yavaşlamişti; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;4
525;3;0;1;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];yarişin başinda beklenenden yavaş hareket etti ivme kazanamadi sonuna doğru bacaklari tükenmiş gibiydi seyircilerin hayal kirikliği yüzlerinden okunuyordu; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;7
525;4;1;0;0;1;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];güçlü ve dengeli başladi güçlü temposunu korudu seyirciler tarafindan epeyce takdir edildi; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;8
525;5;1;0;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];harika bir performans sergiledi piste çok iyi uyum sağladi izleyiciler bu performansi oldukça takdir etti; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;3
525;6;1;1;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];güven veren bir balangicin ardindan güçlü bir şekilde öne atildi seyirciler nal sesleriyle beraber coştu;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;3
525;7;0;1;1;1;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];yarişa çok güçsüz başladi tribünlerden homurtu sesleriyle yarişi tamamladi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;3
525;8;1;1;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];geride başladi ama öne geçti sonlara doğru bütün seyircilerin gözü ondaydi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;7
526;1;0;1;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];kötü bir performans sergiliyor ayrica son düzlüğe geldiğinde hizini tamamen kaybetmiş oluyor; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;6
526;2;0;0;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];cinsin adi alaztoynak ve yariş boyunca hep geride kaldi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;8
526;3;1;1;0;1;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];kuvvetli bir at yarişin sonlarinda hizlanabiliyor;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;5
526;4;1;0;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];dengeli ve güçlü; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;7
526;5;0;0;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];yetersiz kondisyon ve seyircinin beklentisini karşilayamadi  ; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;3
526;6;1;1;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];cinsin ismi kumtepe son düzlükte hizlaniyor ve bilekleri esnek;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;2
526;7;1;0;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];uyumlu ve güçlü; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;4
526;8;0;1;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];dengesiz ve yavaş; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
527;1;0;0;1;1;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Bizim kendi atimiz sadece o haftaya özel kötü bir performans göstermiş olabilir çünkü diğer atlarin performansi iyi düzeydeydi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;3
527;2;0;1;1;1;bottom 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Bizim kendi atimiz yarişi kötü bir şekilde tamamlamişti çamura saplaniyor gibiydi ortalama olarak kendi cinsindeki atlarin da çok iyi performans gösterdiğini söyleyemem; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;6
527;3;1;0;0;1;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];Bizim kendi atimiz yarişta iyi bir performans göstermişti ama kendi cinsinden atlar bence ortalamanin altinda performans gösterdiği için son de kalacağini düşünüyorum; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;8
527;4;1;1;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];Bizim insteki atlarin ortalama birperformansi vardi;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;7
527;5;0;1;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];Bizim atimizin adi solgun yaprakti yarişin sonuna doğru tükenmş gb gözüküyordu ve seyrcler hayal kirikliğina uğratti; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;8
527;6;1;0;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];anlatilan hkayede göksay cns at oldukça güçlü br performans gösterd ve seyrcler br hayl mutlu ett; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;3
527;7;1;1;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];derin ssgecen yarisa gec başlamiş olsa da sonradan açildi blekler rahatladikça sona doğru daha da hizlandi seyrcler heycanla takp etti;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;4
527;8;0;0;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];gümüşçmen atinin kondisyonu yetersz kaldi ve seyircileri hayal kirikliğina uğratti; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;7
528;1;1;1;1;1;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];gerde başladi ve ardindan hemen öne firladi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;3
528;2;0;0;1;1;bottom 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];kötü başladi sonda hizlanamadi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;6
528;3;0;1;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];kötü başladi ve sonda homurtular arrt; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;8
528;4;0;0;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];kondisyonsuz ve hayal kirikliği; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;6
528;5;1;0;0;1;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];harka perfonmas ve serclar mutlu; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;8
528;6;1;0;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];etkili ve güçlü; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;3
528;7;0;1;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];dengesiz hayal kirikliği; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
528;8;1;1;0;2;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];etkileyci coşkulu;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;8
529;1;0;0;1;1;bottom 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];ilk gösterilende altinci ikinci gösterilende birinci oldu; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;6
529;2;0;1;1;1;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınızilk yarişta altinci oldu sonraki ipuçlarinda hep ilk beşteydi; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
